id,status,created_at,updated_at,created_by,updated_by,latitude,longitude,Time,Survey Date,Fast Notes,Number,Specific Location,Surveyed By,Address,Sales and Technician Notes,Before Photos,High Point,Inch Feet,Slice Length,Low Point,Additional Notes (If needed),Date Completed,Completed By,Completed Photo,Technician Notes
9c0f816d-7db6-45cf-aa44-667677bfa5b1,Replace & Repair,2024-09-12T22:55:32Z,2024-09-12T22:55:32Z,Kevin Kraft,Kevin Kraft,32.683595443283956,-117.05882862210275,10:19,2024-09-12,Storm Drain Lifted/Sidewalk Sunk (Replace),158,Path of Travel,Kevin Kraft,"1948, Pacific Mist Rd, San Diego, CA, 92139",No Additional Notes,"69f59358-e774-42df-b2ef-59388d3e10c9, cd6fc70c-4bac-40e8-a9c9-13aee00a5399, e9e96dbc-7c6b-4726-8805-d7eac199a618",0,0,0,0,,,,,
e8af4ad0-a4ed-4652-be5f-ecf4619e39cd,Replace & Repair,2024-09-12T22:55:32Z,2024-09-12T22:55:32Z,Kevin Kraft,Kevin Kraft,32.6836070130865,-117.0588631555438,10:14,2024-09-12,Storm Drain Lifted/Sidewalk Sunk (Replace),157,Path of Travel,Kevin Kraft,"1948, Pacific Mist Rd, San Diego, CA, 92139",No Additional Notes,"d50860b7-ad41-4f61-8635-7b463ca13d22, 62398391-c363-48a5-8216-8c72e8e708f4, 0fc7882b-bd57-4ff6-89eb-c3b8cb54f71c",0,0,0,0,,,,,
0d05d9f4-cf6a-480b-81c3-07d753af6bc9,Replace & Repair,2024-09-12T22:55:34Z,2024-09-12T22:55:34Z,Kevin Kraft,Kevin Kraft,32.68318767733486,-117.05877229571342,10:30,2024-09-12,Sidewalk has lift below project parameters (Can't Repair),160,Path of Travel,Kevin Kraft,"1964, Pacific Mist Rd, San Diego, CA, 92139",Previous Grind,"41308719-dbeb-4699-98b6-6e6a13064c77, c251c84b-9e6c-48aa-b426-31eb26648017, c19972c7-32b9-463f-ad00-ebeccd402702, 1216791a-8b8f-4f11-91bb-e6e4882be507",0,0,0,0,,,,,
17bb154b-8b42-4f89-b63c-9e1bc39b7d72,Replace & Repair,2024-09-12T22:55:43Z,2024-09-12T22:55:43Z,Kevin Kraft,Kevin Kraft,32.682964745682746,-117.05782514065504,11:08,2024-09-12,Misc (See Additional Notes),169,Sidewalk Lifted Over Driveway,Kevin Kraft,"2004, Pacific Mist Rd, San Diego, CA, 92139",Misc (See Additional Notes),"af14c084-c0e8-4d74-8d65-eb69f5263c8a, 4b8ad5cc-a91e-4859-8b60-f891f643c15d, 671380c5-3c32-407a-9e4c-c0d189e2f55e",0,0,0,0,( 12 x 0 x 18 ),,,,
39141d23-399c-484c-a115-7abcda7e82ed,Replace & Repair,2024-09-12T22:55:51Z,2024-09-12T22:55:51Z,Kevin Kraft,Kevin Kraft,32.68332002510302,-117.05825831741093,11:51,2024-09-12,Misc (See Additional Notes),180,Sidewalk Lifted Over Driveway,Kevin Kraft,,Butterfly Slice,"bbc4eab2-bd27-49f1-abcc-d1be9aeeab04, 55fefe56-5d45-4d80-bbbc-bd5c59046aff, 002fdd5e-691d-4168-be77-375083432e7a",0,0,0,0,( 9x0x17.5 ),,,,
c561cc4e-5759-4401-9885-c25e8e73244f,Replace & Repair,2024-09-12T22:55:58Z,2024-09-12T22:55:58Z,Kevin Kraft,Kevin Kraft,32.68373653833449,-117.05940898507833,12:08,2024-09-12,Misc (See Additional Notes),186,Transverse,Kevin Kraft,"1921, Pacific Mist Rd, San Diego, CA, 92139",Misc (See Additional Notes),"e9399524-8309-4e71-b117-b5487e90ed66, 7c78f25d-e5c4-463e-bca1-25f990eb7733, dd9b72ec-656f-436e-97b4-b894266537be, 85366407-f3d9-4e12-8f2f-8b57b35f8040, 04b3a1e1-1ae3-495c-8a1f-9431c8a74a54",0,0,0,0,Needs to be filled in with concrete ,,,,
ed4a1824-143e-47a9-a40e-ea121d5ea496,Replace & Repair,2024-09-13T20:51:14Z,2024-09-13T20:51:14Z,Cody Crawford,Cody Crawford,32.683331877132424,-117.06224910914898,10:39,2024-09-13,Storm Drain Lifted/Sidewalk Sunk (Replace),652,Path of Travel,Cody,"1891, Sky Harbor Rd, San Diego, CA, 92139",No Additional Notes,"ec5e8b3a-d91e-428e-b078-07300d765d23, 3879904b-d06b-4cd8-9e70-afe96cc3737f",,,,,,,,,
350e9568-1b53-4475-8fee-2c795ce33447,Replace & Repair,2024-09-13T20:51:34Z,2024-09-13T20:51:34Z,Cody Crawford,Cody Crawford,32.68383812663286,-117.06276677548887,11:22,2024-09-13,Storm Drain Lifted/Sidewalk Sunk (Replace),681,Path of Travel,Cody,"1835, Sky Harbor Rd, San Diego, CA, 92139",No Additional Notes,"56070600-6715-4c79-b8f6-917f8cd20652, 5c61514b-9582-4893-a52e-16d67ac6cd56",,,,,,,,,
718176d4-9e38-47ca-a70b-a81b236a358e,Replace & Repair,2024-09-13T20:51:37Z,2024-09-13T20:51:37Z,Cody Crawford,Cody Crawford,32.68329293474428,-117.06137303262949,12:45,2024-09-13,Storm Drain Lifted/Sidewalk Sunk (Replace),689,Path of Travel,Cody,"1853–1899, Rocky Shore Rd, San Diego, CA, 92139",No Additional Notes,"0ef71218-50f6-4f3e-a56c-bc274523fde5, 8171a85f-a36c-42fb-915e-3ae8f17bfb1b",,,,,,,,,
d5235e65-d6bf-467e-9460-cf54097489ba,Replace & Repair,2024-09-13T21:18:41Z,2024-09-13T21:18:41Z,Masoud Rahmani,Masoud Rahmani,32.68705107912922,-117.0601874962449,09:20,2024-09-13,Cracks or holes in panel (Replace),373,Cracked Panel RR,Masoud,"1724, Pine Bluff Ln, San Diego, CA, 92139",No Additional Notes,"a48184e7-2010-413b-87c8-5aef920e63d8, f269db93-a18d-46a2-8fab-f65fd2cbfd0f",,,,,,,,,
97688499-b462-44d0-822a-8897f7318ffb,Replace & Repair,2024-09-16T21:43:03Z,2024-09-16T21:43:03Z,Cody Crawford,Cody Crawford,32.681390663067106,-117.06346314400434,08:58,2024-09-16,Storm Drain Lifted/Sidewalk Sunk (Replace),721,Path of Travel,Cody,"6005, Rock Island Rd, San Diego, CA, 92139",No Additional Notes,"3f385cc1-68ba-48e8-a1a4-ba29f01eb220, 59934832-a400-4ac6-8570-916798d31cbf",,,,,,,,,
260d8c9d-8c7b-405f-a81e-00f130c49635,Replace & Repair,2024-09-16T21:43:04Z,2024-09-16T21:43:04Z,Cody Crawford,Cody Crawford,32.681308261420206,-117.0630396902561,09:01,2024-09-16,Cracks or holes in panel (Replace),723,Cracked Panel RR,Cody,"6011, Rock Island Rd, San Diego, CA, 92139",No Additional Notes,"95254f21-f1d0-4785-ac09-4e2ae55510af, d31f3a3c-f261-4700-9333-a6a40588b5af",,,,,,,,,
47a0e65c-0927-4013-94d6-182fa6ac73ac,Replace & Repair,2024-09-16T21:43:04Z,2024-09-16T21:43:04Z,Cody Crawford,Cody Crawford,32.68119002056806,-117.06303030252455,09:02,2024-09-16,Cracks or holes in panel (Replace),724,Cracked Panel RR,Cody,"6011, Rock Island Rd, San Diego, CA, 92139",Misc (See Additional Notes),"608d97d1-dd53-4ceb-874f-b8ad4bd759d9, a6764135-76a9-46dc-82e8-4aaa45fd8a91",,,,,Cracked panel lifted to curb. Replace per parameters ,,,,
e549b23c-b2aa-4485-9030-f448bc98c1f8,Replace & Repair,2024-09-16T21:43:28Z,2024-09-16T21:43:28Z,Cody Crawford,Cody Crawford,32.68209276716651,-117.05969162285328,10:55,2024-09-16,Cracks or holes in panel (Replace),758,Cracked Panel RR,Cody,"6141, Conch Shell Ct, San Diego, CA, 92139",Misc (See Additional Notes),"dce61cea-3f77-4614-9f25-ee3d711b15de, 833b131b-f33d-47c5-bfd3-becc11220fe0",,,,,Cracked panel lifted to driveway. Replace per parameters ,,,,
b901aeff-2eb3-4442-a326-e386d2a12ef3,Replace & Repair,2024-09-16T21:43:33Z,2024-09-16T21:43:33Z,Cody Crawford,Cody Crawford,32.68187463010931,-117.06020526587963,11:10,2024-09-16,Cracks or holes in panel (Replace),768,Cracked Panel RR,Cody,"6100–6198, Conch Shell Ct, San Diego, CA, 92139",No Additional Notes,"93b646cf-b6f1-4711-bae1-0b8c2567477e, c777bf37-65d7-4248-a2c6-f43249aa471b",,,,,,,,,
65f39271-cf29-4c26-a710-85c9d7d6adbe,Replace & Repair,2024-09-17T20:29:28Z,2024-09-17T20:29:28Z,Cody Crawford,Cody Crawford,32.68422105704089,-117.06078965216875,09:45,2024-09-17,Cracks or holes in panel (Replace),854,Cracked Panel RR,Cody,"1848, Coral Sea Rd, San Diego, CA, 92139","Misc (See Additional Notes), No Additional Notes","92851354-602b-4d71-8b37-4825ca8b5fd2, 70a19817-428d-4cb0-9369-a0a811d6d813",,,,,Cracked panel lifted to water meter,,,,
5614309d-b57c-4d75-9491-24014f82a7cd,Replace & Repair,2024-09-17T20:29:44Z,2024-09-17T20:29:44Z,Cody Crawford,Cody Crawford,32.685111639023496,-117.05830592662096,11:21,2024-09-17,Cracks or holes in panel (Replace),895,Cracked Panel RR,Cody,"6247, Seal Beach Pl, San Diego, CA, 92139",No Additional Notes,"401f7b1c-b0d7-40b4-adf2-435acbf3917e, 1478480a-5623-4206-bee4-8f15a24f9052",,,,,,,,,
c73bc1d4-971b-4c17-80a3-35b7e60a760f,Replace & Repair,2024-09-17T20:29:45Z,2024-09-17T20:29:45Z,Cody Crawford,Cody Crawford,32.68514465472472,-117.05828815698624,11:22,2024-09-17,Cracks or holes in panel (Replace),896,Cracked Panel RR,Cody,"6247, Seal Beach Pl, San Diego, CA, 92139",No Additional Notes,"f05edf3a-c9df-4b58-9672-79d74ed7e2af, 3a2fb284-d73d-45e1-a4f9-c20eadbee45b",,,,,,,,,
8e0e2cf4-b932-4133-b1c7-5db17406b8d6,Replace & Repair,2024-09-17T20:29:47Z,2024-09-17T20:29:47Z,Cody Crawford,Cody Crawford,32.68477245136879,-117.05844942480326,11:29,2024-09-17,Storm Drain Lifted/Sidewalk Sunk (Replace),900,Path of Travel,Cody,"6200–6298, Seal Beach Pl, San Diego, CA, 92139",No Additional Notes,"0e350a42-d9b6-4406-a6fe-fdc1bdcda909, 7bdbaaaa-bfed-47fd-a73c-8e1b836da402",,,,,,,,,
b53d7738-be50-446d-b4ce-7aebdb1c3c96,Replace & Repair,2024-09-17T20:29:53Z,2024-09-17T20:29:53Z,Cody Crawford,Cody Crawford,32.68483368584103,-117.05701846629381,12:30,2024-09-17,Storm Drain Lifted/Sidewalk Sunk (Replace),912,Path of Travel,Cody,"1916, Sea Star Way, San Diego, CA, 92139",No Additional Notes,"1bb66ea9-46fa-4a21-9ff1-c4ac601eded3, 5dc619b2-3b97-4b52-b700-99b5fa3d4009",,,,,,,,,
b42e3bbb-7c29-44ea-b1e2-8e3d512f7820,Replace & Repair,2024-09-17T20:29:54Z,2024-09-17T20:29:54Z,Cody Crawford,Cody Crawford,32.68480941780637,-117.05700840800999,12:31,2024-09-17,Cracks or holes in panel (Replace),913,Cracked Panel RR,Cody,"1920, Sea Star Way, San Diego, CA, 92139",Misc (See Additional Notes),"9f6b97fa-04b4-4490-9a7f-573eef3ce5e4, 1ff49d1b-c998-4ba7-82df-ac104a87ff2f",,,,,Cracked panel lifted to driveway. Replace per parameters ,,,,
475d2d88-049c-4763-82a9-607f6266e30e,Complete Slice,2024-09-11T20:39:56Z,2024-10-14T17:08:23Z,Cody Crawford,Giovanni Flores,32.683973295328435,-117.06374041736127,12:30,2024-09-11,SLICE Location,512,Path of Travel,Cody,"6068, Dockside St, San Diego, CA, 92139",No Additional Notes,"d507ac4c-7802-4882-ad52-9a3f92e6f058, f28b4d01-85bc-4408-9487-51cba02eabc5",11,4.75,4,8,,2024-10-14,Giovanni,"6a7b4dff-1a48-4c3e-9b4a-eb50fc00d5fa, 94af5467-b681-453a-8183-2e4a9face759, 003bf862-c034-4388-b94c-3acc31ffa13e",
159ad61a-9548-4aaf-af0d-a60a1ef21ef9,Complete Slice,2024-09-13T20:51:29Z,2024-10-14T17:08:25Z,Cody Crawford,Giovanni Flores,32.68430232724785,-117.06283450126647,11:11,2024-09-13,SLICE Location,673,Path of Travel,Cody,"1847, Sky Harbor Rd, San Diego, CA, 92139",Previous Slice,"30d435e2-4492-4bee-82ee-eab344771249, af002785-fffe-4b13-be3d-7523afe7d57c",10,3.25,4,3,,2024-10-14,Giovanni,"35dcf081-69c1-4ac1-b053-82d1741ef662, 87d3035f-7ff5-496a-9ba4-866d3c266506, e0df34a3-ff30-4a26-bf77-d744dc1077d3",
06a26423-c4c0-46fe-ada5-3cfea6dfcec6,Complete Slice,2024-09-13T20:51:31Z,2024-10-14T17:08:25Z,Cody Crawford,Giovanni Flores,32.68413301423317,-117.0630195736885,11:13,2024-09-13,SLICE Location,675,Path of Travel,Cody,"1819, Sky Harbor Rd, San Diego, CA, 92139",No Additional Notes,"a6656b00-70aa-458f-b61b-57dd1ef9f65c, 641c7088-a789-457c-9c41-b3e49bb02a08",12,4.25,4,5,,2024-10-14,Giovanni,"c3b18217-2a67-4c8e-b29f-56d48520c926, ae40c3d0-b9f6-4371-a8b0-1757edb3dd57, f1d8eda4-c2f4-4dbd-970d-027893ca2c82",
63eebaa1-248f-4290-8d6f-018e55e4ec97,Complete Slice,2024-09-11T20:40:15Z,2024-10-14T21:07:19Z,Cody Crawford,Rodrigo Rodriguez,32.6842374239635,-117.06343330442907,12:36,2024-09-11,Cracks or holes in panel (Replace),518,Path of Travel,Cody,"6088, Dockside St, San Diego, CA, 92139",Misc (See Additional Notes),"babad6f8-cf0d-4177-bb01-5f20374190fd, e399a8bc-6a8b-47ab-9185-5fa094de86c0",8,3.75,5,4,,2024-10-14,Rodrigo,"73a8c886-9472-4d51-bc59-e58fd14ac202, 9f08af7c-d3be-43db-8dc2-5c35d680b148",
bc6ca533-ce91-48cb-9702-746b90eacc85,Complete Slice,2024-09-11T23:04:12Z,2024-10-14T21:07:19Z,Kevin Kraft,Rodrigo Rodriguez,32.687649297461824,-117.0647046715021,07:43,2024-09-11,SLICE Location,6,Path of Travel,Kevin Kraft,"1600, Kenwell St, San Diego, CA, 92139","Butterfly Slice, Previous Slice","4115db4f-4c7a-4b4b-99fd-74a58fbdd162, 8ee00c7a-3a9b-4fde-90fa-ac763323ab39, 85e1558a-3cf5-469a-b2a9-47593390ae39, a29fe6f7-9962-499b-bf9e-100fa79c3a29",8,2,4,0,,2024-10-14,Rodrigo,"e33f85f0-98cc-42b2-84b1-86d1c94e18f6, c48aad4b-00c7-486c-9d64-f46ab9967866",
65197b7f-6588-4af3-84f6-7f3f5d0ce27c,Complete Slice,2024-09-11T23:04:12Z,2024-10-14T21:07:20Z,Kevin Kraft,Rodrigo Rodriguez,32.687652119236915,-117.06465370953083,07:40,2024-09-11,SLICE Location,5,Path of Travel,Kevin Kraft,"1600, Kenwell St, San Diego, CA, 92139",Previous Slice,"b40491e0-98dc-41d6-8215-630c4d7f1831, e3dcc9a5-a45a-4320-823a-6e2045f0a12c, d81cc96e-3a6e-4249-bd44-f8f94fd81fa3, 18e3492b-cc73-4d33-93ce-a39d794c9e50",11,3.25,4,2,,2024-10-14,Rodrigo,"be91404d-691f-4e68-a4f0-9460fc5c609b, 3d08a5e2-7378-4272-ae35-f8e4a0ea75c2",
ee6379bd-5799-4bd6-bad0-2035decf1917,Complete Slice,2024-09-11T23:04:13Z,2024-10-14T21:07:20Z,Kevin Kraft,Rodrigo Rodriguez,32.68751752046577,-117.06479888409376,07:49,2024-09-11,SLICE Location,7,Path of Travel,Kevin Kraft,"1555, Kenwell St, San Diego, CA, 92139",No Additional Notes,"e6d89bc9-2904-4427-b864-6675653ea43e, 5cf4633c-80e7-4a3b-b384-6da1db8f6f1d, a561d528-e07d-4a9d-bb34-ebedcc92b95f",9,3.25,4,4,,2024-10-14,Rodrigo,"feab0883-0c87-4d65-a61a-e261ecdb975f, 33bc6b51-050a-4bc7-a5d8-ac3c34109f81",
a1a3eeaa-17f3-4a5b-bb0b-a74e8e8f5a00,Complete Slice,2024-09-11T23:04:17Z,2024-10-14T21:07:21Z,Kevin Kraft,Rodrigo Rodriguez,32.68724408963296,-117.06472110003232,08:05,2024-09-11,SLICE Location,13,Path of Travel,Kevin Kraft,"1555, Kenwell St, San Diego, CA, 92139",Butterfly Slice,"7802cc66-9c01-4092-aa50-16e2e32b1d49, b3eb49fc-c03a-495f-8ea7-baf99cc04cea, 66c90bf7-05e2-4f5d-a5ec-1b7d7df3a9a6",10,2.5,4,0,,2024-10-14,Rodrigo,"de426657-abc6-4b91-8939-8ba20b98519d, aff82f72-675c-4f83-8894-170de5191915",
17f771c5-d39a-4390-be6a-b939f4319520,Complete Slice,2024-09-11T23:04:17Z,2024-10-14T21:07:23Z,Kevin Kraft,Rodrigo Rodriguez,32.687216153928,-117.06477843225002,08:08,2024-09-11,SLICE Location,14,Path of Travel,Kevin Kraft,"1555, Kenwell St, San Diego, CA, 92139",Butterfly Slice,"c7b98995-97d2-40ff-a367-f7828b5827be, 0a216b0c-b3b5-4bc2-a563-67fbc013ef54, a69ddbd0-b8ac-444a-94a4-e75c442dab89, abd0777c-be23-4544-8c72-5524e28eaf22",8,4.75,9.5,0,L cut ,2024-10-14,Rodrigo,"05dd7027-9756-4d3e-bd2b-48f1d3c23bca, c2b41671-c909-4df5-abfb-4a89a8dc9899, 7f8c4f35-4601-4083-a96f-b05f40665d3c",
617080fb-d044-4646-bcd8-137e566b9245,Complete Slice,2024-09-11T23:04:39Z,2024-10-14T21:07:24Z,Kevin Kraft,Rodrigo Rodriguez,32.686590278973455,-117.06524480134247,08:57,2024-09-11,SLICE Location,26,Path of Travel,Kevin Kraft,"1647, Kenwell St, San Diego, CA, 92139",No Additional Notes,"36105aef-1bca-4535-8ab8-c583ed7768a2, 141d9271-2b0a-4fa6-84f3-212c95eb5d1c, 5cbbe72f-4799-43a4-814f-bea75bd93f66",8,4.46875,5.5,5,Cut was not rounded at both corners due to intersecting outer walkway ,2024-10-14,Rodrigo,"628abfe7-bd98-4dbc-8aec-457471116ab5, 47fe8ec7-7efd-46e8-9464-ce9b9dd54509, 9a9f8575-6e2a-40b8-ad5d-3608b3a4c325",
34bd7a32-0d8c-47d2-a453-604dfb64ead9,Complete Slice,2024-09-11T23:04:51Z,2024-10-14T21:07:24Z,Kevin Kraft,Rodrigo Rodriguez,32.68648276800099,-117.06266149878503,10:43,2024-09-11,SLICE Location,50,Path of Travel,Kevin Kraft,"1781, Sandy Shore St, San Diego, CA, 92139",No Additional Notes,"3f1e70cb-a435-4498-8fcb-6f6aa1669d47, 3b0d43b7-9f3c-4cdc-bcca-968869acfc3c, 5dbd08f2-a4bd-46ff-833a-9c59c4e12d80, bb6a8708-af99-4318-965b-aa7a2874b9c5",8,7.21875,10.5,3,,2024-10-14,Rodrigo,"1b06fe8c-fc94-4040-97e5-af23fc00bf93, df60c75b-ceed-48fb-903a-19bb8008c81e, f866c20d-f250-4dbb-8b85-9c3e295730ab",
f5aad6ee-1f56-4262-99b7-af221535ddd9,Complete Slice,2024-09-11T23:04:55Z,2024-10-14T21:07:25Z,Kevin Kraft,Rodrigo Rodriguez,32.685493717417586,-117.06429194658995,11:10,2024-09-11,SLICE Location,59,Path of Travel,Kevin Kraft,"6031, Sea Foam Ct, San Diego, CA, 92139",No Additional Notes,"b9c17b6b-3d14-46f1-b59f-7ce0be061931, be886aab-7e68-4d34-b14e-6662c2e881d3, c32137e3-8eb1-4c21-ac97-e0e29d480e3e",8,3.5,4,6,,2024-10-14,Rodrigo,"bd0546cf-34f4-4403-8c76-9bc211d24326, 4d367956-3063-4586-a6bf-d01ed3cddafa",
13b91715-d000-4e4f-8d34-c8217e53d14b,Complete Slice,2024-09-11T23:05:23Z,2024-10-14T21:07:25Z,Kevin Kraft,Rodrigo Rodriguez,32.685326664140646,-117.06481833010912,14:47,2024-09-11,SLICE Location,107,Path of Travel,Kevin Kraft,"1714, Kenwell St, San Diego, CA, 92139",No Additional Notes,"8498d573-71eb-4482-b8dd-1fd693a59f51, d594f0b3-6116-4fe0-8592-1988f9d37c4e, 14abe4f1-5209-47e2-a1e8-5776302e0f40",8,2.5,4,2,,2024-10-14,Rodrigo,"6ac17998-947e-42f5-a499-258ca0190020, 71706831-07c6-4210-931a-607a86a585e4",
d8e88c25-4c5e-4f0e-bd0c-2add608e8cc6,Complete Slice,2024-09-17T20:29:18Z,2024-10-14T21:07:26Z,Cody Crawford,Rodrigo Rodriguez,32.68578775300065,-117.06130832433702,09:15,2024-09-17,SLICE Location,829,Path of Travel,Cody,"1755, Coral Sea Rd, San Diego, CA, 92139",Previous Slice,"c686a997-0008-4f9b-a43e-01506f49ae76, 9a387cc3-82bf-440b-a0a4-23f4362f75ca",10,5,4,10,,2024-10-14,Rodrigo,"7a015a71-3984-4fa1-85aa-d7e7d48f07c5, 06c62de8-501f-405b-829b-f4890b9616eb",
b56ce457-6bab-4c2b-a0e0-8ff952e4208e,Complete Slice,2024-09-12T21:47:05Z,2024-10-14T21:52:26Z,Cody Crawford,Giovanni Flores,32.682626678647196,-117.0621582493186,12:51,2024-09-12,SLICE Location,590,Path of Travel,Cody,"1876, Sky Harbor Rd, San Diego, CA, 92139",Misc (See Additional Notes),"4e4c76c7-4e23-40f3-a130-64eec6b80163, 3230447b-f863-4714-b24d-afb9c6b9ac24",10,13.125,21,0,Lenght changed approved by issac,2024-10-14,Giovanni,"3e9cd996-735a-4c35-aa7c-5f55f1530ab5, b3028b8b-0331-4921-9d25-e4a7cf47f04c, 5d0347e7-1a33-491b-999c-3f99cec91578",
